?l	?p	?v
en	<http://purl.org/olia/olia.owl#hasNumber>	<http://purl.org/olia/olia.owl#Singular>
en	<http://purl.org/olia/olia.owl#hasNumber>	<http://purl.org/olia/olia.owl#Plural>
fr	<http://www.lexinfo.net/ontology/2.0/lexinfo#gender>	<http://www.lexinfo.net/ontology/2.0/lexinfo#masculine>
fr	<http://www.lexinfo.net/ontology/2.0/lexinfo#gender>	<http://www.lexinfo.net/ontology/2.0/lexinfo#feminine>
fr	<http://www.lexinfo.net/ontology/2.0/lexinfo#number>	<http://www.lexinfo.net/ontology/2.0/lexinfo#singular>
fr	<http://www.lexinfo.net/ontology/2.0/lexinfo#number>	<http://www.lexinfo.net/ontology/2.0/lexinfo#plural>
fr	<http://www.lexinfo.net/ontology/2.0/lexinfo#verbFormMood>	<http://www.lexinfo.net/ontology/2.0/lexinfo#infinitive> 
